-45.88;45
-45.874;46.0188
-45.8578;47.0515
-45.8285;48.134
-45.783;49.268
-45.7244;50.3785
-45.6588;51.4013
-45.5761;52.5126
-45.4802;53.7128
-45.4033;54.7183
-45.3205;55.791
-45.2372;56.9307
-45.1548;58.13
-45.0754;59.3868
-44.9985;60.6966
-44.9421;61.7162
-44.8848;62.768
-44.8256;63.842
-44.76;64.962
-44.687;66.1093
-44.6048;67.2838
-44.5096;68.4918
-44.3993;69.7248
-44.2666;70.968
-44.1068;72.2071
-43.9171;73.439
-43.6934;74.6613
-43.4327;75.8748
-43.1326;77.0786
-42.7899;78.2705
-42.4015;79.4478
-41.9664;80.608
-41.4843;81.7487
-40.9541;82.8675
-40.3755;83.9623
-39.7502;85.0309
-39.0786;86.0713
-38.3625;87.0818
-37.6036;88.061
-36.8036;89.0078
-35.9654;89.9216
-35.0922;90.8023
-34.1852;91.6495
-33.2424;92.466
-32.2853;93.2694
-31.3268;94.0715
-30.3645;94.8691
-29.3965;95.6595
-28.4224;96.4422
-27.4393;97.213
-26.4445;97.968
-25.4362;98.704
-24.4131;99.4179
-23.375;100.103
-22.3188;100.756
-21.2427;101.374
-20.1466;101.954
-19.0298;102.49
-17.8926;102.981
-16.7357;103.422
-15.5612;103.813
-14.3708;104.15
-13.1662;104.432
-11.9494;104.659
-10.7234;104.832
-9.49015;104.95
-8.25185;105.017
-7.01032;105.035
-5.7647;105.007
-4.51709;104.95
-3.26814;104.895
-2.01913;104.846
-0.770086;104.804
0.479104;104.769
1.72849;104.743
2.97805;104.727
4.22773;104.72
5.47744;104.721
6.72713;104.731
7.97675;104.749
9.22627;104.773
10.4757;104.804
11.725;104.839
12.9707;104.864
14.2128;104.862
15.454;104.822
16.6931;104.74
17.9298;104.617
19.1683;104.451
20.3997;104.279
21.6348;104.136
22.8737;104.029
24.1165;103.956
25.3629;103.916
26.6092;103.911
27.8555;103.938
29.1019;103.997
30.3472;104.084
31.5909;104.195
32.8325;104.328
34.0713;104.484
35.3069;104.665
36.5388;104.869
37.7666;105.096
38.9899;105.345
40.2096;105.575
41.4364;105.764
42.6691;105.91
43.9067;106.012
45.1451;106.072
46.3805;106.081
47.6143;106.028
48.8527;105.906
50.0891;105.743
51.3239;105.575
52.5618;105.416
53.8024;105.266
55.0443;105.129
56.2878;105.007
57.5326;104.901
58.7787;104.811
60.0258;104.736
61.2738;104.674
62.5224;104.624
63.7715;104.582
65.0206;104.54
66.2694;104.49
67.5173;104.429
68.7642;104.351
70.0093;104.255
71.2514;104.133
72.4897;103.983
73.721;103.802
74.9439;103.584
76.1578;103.328
77.3614;103.03
78.552;102.685
79.7274;102.293
80.8849;101.853
82.0221;101.364
83.1365;100.825
84.2259;100.237
85.288;99.6025
86.3207;98.9194
87.3227;98.1918
88.2925;97.4209
89.2294;96.6098
90.1326;95.7604
91.002;94.8757
91.8379;93.9569
92.6453;93.0047
93.4469;92.0454
94.2473;91.0853
95.0435;90.1219
95.8334;89.1535
96.6138;88.1778
97.3819;87.1925
98.1348;86.1961
98.8673;85.1858
99.5736;84.1594
100.252;83.1156
100.897;82.0546
101.507;80.9741
102.077;79.8732
102.603;78.7514
103.083;77.6096
103.513;76.4487
103.892;75.2706
104.217;74.0767
104.487;72.869
104.702;71.65
104.863;70.4222
104.971;69.1878
105.027;67.9487
105.035;66.7066
105;65.4635
104.923;64.2247
104.801;62.9897
104.635;61.7601
104.423;60.5374
104.168;59.3231
103.864;58.1099
103.558;56.9123
103.3;55.7025
103.111;54.4809
102.992;53.2511
102.933;52.0188
102.936;50.7859
103.006;49.5525
103.139;48.3209
103.326;47.0941
103.56;45.8714
103.807;44.6615
104.078;43.4432
104.331;42.2204
104.564;40.9928
104.774;39.7614
104.959;38.5269
105.116;37.2896
105.245;36.0489
105.346;34.8053
105.417;33.5597
105.459;32.3124
105.474;31.0642
105.464;29.8158
105.429;28.5676
105.372;27.3199
105.295;26.0729
105.214;24.8257
105.138;23.5782
105.067;22.3304
105.003;21.0823
104.947;19.8338
104.899;18.585
104.86;17.3359
104.83;16.0866
104.81;14.8371
104.798;13.5875
104.795;12.3378
104.801;11.0881
104.814;9.83837
104.834;8.58876
104.859;7.33917
104.884;6.08957
104.908;4.83994
104.93;3.59029
104.95;2.34061
104.966;1.09089
104.976;-0.158848
104.979;-1.40856
104.972;-2.65815
104.953;-3.90748
104.918;-5.1563
104.865;-6.40422
104.791;-7.65062
104.691;-8.89479
104.564;-10.1358
104.405;-11.372
104.213;-12.6016
103.985;-13.8224
103.717;-15.0346
103.408;-16.2364
103.057;-17.4258
102.661;-18.6008
102.22;-19.7593
101.733;-20.8991
101.2;-22.0182
100.623;-23.1147
100.001;-24.1869
99.3362;-25.2332
98.6298;-26.2523
97.8841;-27.2433
97.1007;-28.2055
96.2818;-29.1384
95.43;-30.0424
94.5433;-30.9184
93.6352;-31.7763
92.7248;-32.6327
91.8118;-33.4862
90.8929;-34.3331
89.9654;-35.1703
89.0281;-35.9963
88.0788;-36.8078
87.1145;-37.6005
86.1336;-38.3697
85.1348;-39.111
84.1159;-39.8205
83.0751;-40.4956
82.0111;-41.1318
80.9237;-41.7256
79.8133;-42.2738
78.6811;-42.7732
77.5275;-43.2209
76.3548;-43.6156
75.1659;-43.9565
73.962;-44.2416
72.7459;-44.4707
71.5198;-44.6446
70.2867;-44.7653
69.0485;-44.8338
67.8066;-44.8541
66.5583;-44.8306
65.3095;-44.7983
64.0594;-44.77
62.8106;-44.7471
61.5623;-44.7271
60.314;-44.7101
59.0656;-44.6965
57.8172;-44.6863
56.5687;-44.6792
55.3202;-44.6753
54.0717;-44.6744
52.8232;-44.6767
51.5747;-44.6821
50.3263;-44.6906
49.0779;-44.7023
47.8294;-44.717
46.5811;-44.7349
45.3328;-44.7559
44.0835;-44.7802
42.8339;-44.807
41.5842;-44.8328
40.3346;-44.8583
39.085;-44.8829
37.8354;-44.9058
36.5857;-44.9272
35.336;-44.9463
34.0863;-44.9633
32.8499;-44.9769
31.6495;-44.989
30.4024;-45.0008
29.149;-45.0103
27.8943;-45.0166
26.6443;-45.0195
25.3967;-45.0196
24.1497;-45.0173
22.8964;-45.0132
21.6451;-45.0069
20.3996;-44.9986
19.1533;-44.9912
17.9036;-44.9843
16.6522;-44.9779
15.4012;-44.9719
14.1514;-44.9669
12.9021;-44.9628
11.6526;-44.9596
10.4027;-44.957
9.15266;-44.9558
7.90268;-44.9552
6.65284;-44.9551
5.40305;-44.9558
4.15323;-44.9574
2.90336;-44.9589
1.65348;-44.9595
0.403631;-44.9577
-0.846176;-44.952
-2.09588;-44.941
-3.34538;-44.921
-4.5945;-44.8895
-5.84301;-44.8435
-7.09049;-44.7801
-8.33628;-44.6953
-9.57956;-44.5857
-10.8195;-44.448
-12.0542;-44.2795
-13.2811;-44.077
-14.4995;-43.8372
-15.7088;-43.5575
-16.907;-43.2365
-18.092;-42.8716
-19.2616;-42.4611
-20.4137;-42.0042
-21.5459;-41.5013
-22.6562;-40.9517
-23.7426;-40.3559
-24.8036;-39.7156
-25.8374;-39.0321
-26.8428;-38.3069
-27.8187;-37.5421
-28.7643;-36.7388
-29.6798;-35.9008
-30.565;-35.0301
-31.4206;-34.1252
-32.256;-33.1961
-33.0896;-32.2648
-33.922;-31.3323
-34.7477;-30.3943
-35.5652;-29.4492
-36.373;-28.4961
-37.166;-27.5312
-37.94;-26.5518
-38.6923;-25.5567
-39.417;-24.5447
-40.1105;-23.5145
-40.7701;-22.4636
-41.3913;-21.3898
-41.9719;-20.296
-42.5052;-19.1813
-42.9828;-18.0435
-43.3978;-16.8809
-43.7504;-15.6944
-44.049;-14.4926
-44.2973;-13.2774
-44.4961;-12.0538
-44.6462;-10.8229
-44.7478;-9.58627
-44.8028;-8.34554
-44.8146;-7.09996
-44.7953;-5.85118
-44.7754;-4.60101
-44.7592;-3.35118
-44.7452;-2.1014
-44.7369;-0.85166
-44.735;0.39809
-44.7386;1.64786
-44.7475;2.89764
-44.7617;4.14738
-44.7809;5.39705
-44.8038;6.64667
-44.8298;7.89625
-44.8561;9.14583
-44.8811;10.3954
-44.9044;11.6451
-44.926;12.8947
-44.9455;14.1444
-44.9629;15.3942
-44.9779;16.6439
-44.9902;17.8937
-45;19.1435
-45.0074;20.3933
-45.0119;21.6432
-45.0138;22.893
-45.0134;24.1429
-45.011;25.3927
-45.0067;26.6421
-44.9995;27.8904
-44.9883;29.1388
-44.9729;30.3872
-44.9531;31.6355
-44.929;32.8837
-44.9006;34.1319
-44.8677;35.3799
-44.8304;36.6278
-44.7887;37.8756
-44.7426;39.1232
-44.6921;40.3706
-44.6372;41.6179
-44.5779;42.865
-44.5141;44.1118
-44.4446;45.3596
-44.3819;46.6072
-44.3382;47.8557
-44.309;49.1047
-44.2959;50.354
-44.2984;51.6033
-44.316;52.8525
-44.3481;54.1016
-44.3907;55.3328
-44.4495;56.5783
-44.5203;57.8239
-44.5886;59.0769
-44.6441;60.327
-44.6953;61.5742
-44.7368;62.8211
-44.765;64.0699
-44.7757;65.3217
-44.7716;66.5689
-44.7362;67.8104
-44.6697;69.0503
-44.5693;70.2919
-44.4366;71.5311
-44.2666;72.7604
-44.0508;73.9816
-43.7885;75.1931
-43.4799;76.3934
-43.1244;77.5804
-42.7205;78.7516
-42.2674;79.9045
-41.7661;81.0371
-41.217;82.1471
-40.6206;83.2328
-39.9786;84.2927
-39.2933;85.3254
-38.5661;86.3299
-37.8003;87.3055
-36.9973;88.2517
-36.1587;89.1692
-35.2875;90.0642
-34.4112;90.9556
-33.5325;91.8445
-32.6489;92.7284
-31.7597;93.6064
-30.8613;94.4746
-29.9507;95.3298
